Title,Author,ASIN,Publisher,Publication date,Language,File size,Text-to-Speech,Enhanced typesetting,X-Ray,Word Wise,Print length,Lending,Best Sellers Rank,Customer Reviews
How To Create A Perfect Landing Page: Improve Lead Generation With Better Website Design,Darren Hignett,B01N6WP5QD,,"January 30, 2017",English,756 KB,Enabled,Enabled,Not Enabled,Enabled,56 pages,Enabled,"#10 in 90-Minute Computers & Technology Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624207011/ref=pd_zg_hrsr_digital-text), #18 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #51 in 90-Minute Business & Money Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624204011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 17 ratings"
The Elements of User Experience: User-Centered Design for the Web and Beyond (2nd Edition) (Voices That Matter),Jesse James Garrett,B004JLMDOC,"New Riders; 2nd edition (December 16, 2010)","December 16, 2010",English,3916 KB,Enabled,Enabled,Not Enabled,Not Enabled,194 pages,Not Enabled,"#24 in Human-Computer Interaction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16977181011/ref=pd_zg_hrsr_digital-text), #26 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #53 in Human-Computer Interaction (Books)(https://www.amazon.com/gp/bestsellers/books/132574011/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 207 ratings"
"You Started a Blog - Now What....?: 6 Steps to Growing an Audience, Writing Viral Blog Posts & Monetizing your Blog (Beginner Internet Marketing Series Book 2)",Gundi Gabrielle,B01MYG74B6,,"February 4, 2017",English,2298 KB,Enabled,Enabled,Enabled,Enabled,113 pages,Enabled,"#18 in Blogging (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16232537011/ref=pd_zg_hrsr_digital-text), #18 in Education Theory Research(https://www.amazon.com/gp/bestsellers/digital-text/157394011/ref=pd_zg_hrsr_digital-text), #24 in Art Study & Teaching(https://www.amazon.com/gp/bestsellers/digital-text/154640011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 118 ratings"
Engaged: Designing for Behavior Change,,B084WPQNRR,"Rosenfeld Media; 1st edition (March 3, 2020)","March 3, 2020",English,28877 KB,Enabled,Enabled,Enabled,Enabled,321 pages,Not Enabled,"#13 in Industrial Design (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157722011/ref=pd_zg_hrsr_digital-text), #22 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #33 in Industrial Product Design(https://www.amazon.com/gp/bestsellers/books/7921653011/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 41 ratings"
"NEW 2021 - Professional Guide Agile, Scrum and Scrum Master Profession: Become an expert Agilist and prepare for the PSM I ™ Certification !",Angelo Tofalo,B08G8YD18H,,"August 18, 2020",English,9973 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,,Enabled,"#15 in Quality Control (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157727011/ref=pd_zg_hrsr_digital-text), #42 in Application Development(https://www.amazon.com/gp/bestsellers/digital-text/16977311011/ref=pd_zg_hrsr_digital-text), #72 in IT Project Management(https://www.amazon.com/gp/bestsellers/digital-text/16977149011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 10 ratings"
The Kubernetes Workshop: Learn how to build and run highly scalable workloads on Kubernetes,"Melony Qin, &, more",B082VFMMTY,"Packt Publishing; 1st edition (September 24, 2020)","September 24, 2020",English,66193 KB,Enabled,Enabled,Not Enabled,Not Enabled,780 pages,Not Enabled,"#10 in Application Development(https://www.amazon.com/gp/bestsellers/digital-text/16977311011/ref=pd_zg_hrsr_digital-text), #14 in Cloud Computing (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16977223011/ref=pd_zg_hrsr_digital-text), #43 in Computer Networks, Protocols & APIs (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156134011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 10 ratings"
Lean UX: Designing Great Products with Agile Teams,Jeff Gothelf,B01LYGQ6CH,"O'Reilly Media; 2nd edition (September 12, 2016)","September 12, 2016",English,10850 KB,Enabled,Enabled,Not Enabled,Enabled,293 pages,Not Enabled,"#19 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #25 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #35 in Computer Graphic Design(https://www.amazon.com/gp/bestsellers/digital-text/156121011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 334 ratings"
Getting Started with p5.js: Making Interactive Graphics in JavaScript and Processing (Make: Technology on Your Time),"&, more",B016VF1G3W,"Make Community, LLC; 1st edition (October 12, 2015)","October 12, 2015",English,16271 KB,Enabled,Enabled,Not Enabled,Not Enabled,302 pages,Not Enabled,"#13 in JavaScript Programming (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16977271011/ref=pd_zg_hrsr_digital-text), #16 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #23 in Web Programming(https://www.amazon.com/gp/bestsellers/digital-text/16977310011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 101 ratings"
CSS: The Definitive Guide: Visual Presentation for the Web,Eric A. Meyer,B076HZSWTM,"O'Reilly Media; 4th edition (October 16, 2017)","October 16, 2017",English,105808 KB,Enabled,Enabled,Not Enabled,Not Enabled,1092 pages,Not Enabled,"#21 in HTML Programming(https://www.amazon.com/gp/bestsellers/digital-text/16977270011/ref=pd_zg_hrsr_digital-text), #30 in CSS Programming(https://www.amazon.com/gp/bestsellers/books/379357011/ref=pd_zg_hrsr_books), #97 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 108 ratings"
"DR. SEBI: The Cookbook: From Sea moss meals to Herbal teas, Smoothies, Desserts, Salads, Soups & Beyond…200+ Electric Alkaline Recipes to Rejuvenate the Body",Kerri M. Williams,B08GV7JL1G,"Alkaline Vegan Lounge (August 26, 2020)","August 26, 2020",English,64220 KB,Enabled,Enabled,Not Enabled,Enabled,120 pages,Enabled,"#2 in Tropical Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157193011/ref=pd_zg_hrsr_digital-text), #8 in Tropical Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227633/ref=pd_zg_hrsr_books), #30 in Diabetic & Sugar-Free Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156259011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 345 ratings"
The Sprout Book: Tap into the Power of the Planet's Most Nutritious Food,,B07Y73BW8X,"St. Martin's Essentials (April 7, 2020)","April 7, 2020",English,11116 KB,Enabled,Enabled,Enabled,Enabled,283 pages,Not Enabled,"#23 in Vegan Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14530437011/ref=pd_zg_hrsr_digital-text), #148 in Vegetarian Diets (Books)(https://www.amazon.com/gp/bestsellers/books/6511974011/ref=pd_zg_hrsr_books), #155 in Weight Maintenance Diets(https://www.amazon.com/gp/bestsellers/digital-text/156457011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 546 ratings"
"The 5-Ingredient Low-FODMAP Diet Cookbook: Affordable and Delectable Recipes to Soothe Your Gut, Manage IBS and Other Digestive Disorders",Katie  Evans,B07ZRHN2C6,,"October 29, 2019",English,5385 KB,Enabled,Enabled,Not Enabled,Enabled,137 pages,Enabled,"#4 in Scandinavian Cooking(https://www.amazon.com/gp/bestsellers/digital-text/156234011/ref=pd_zg_hrsr_digital-text), #20 in Scandinavian Cooking, Food & Wine(https://www.amazon.com/gp/bestsellers/books/4290/ref=pd_zg_hrsr_books), #62 in Vegetable Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156277011/ref=pd_zg_hrsr_digital-text)","4.1 out of 5 stars, 71 ratings"
"Super Natural Simple: Whole-Food, Vegetarian Recipes for Real Life [A Cookbook]",Heidi Swanson,B08BYW12BL,"Ten Speed Press (March 23, 2021)","March 23, 2021",English,122837 KB,Enabled,Enabled,Enabled,Not Enabled,270 pages,Not Enabled,"#61 in Natural Foods(https://www.amazon.com/gp/bestsellers/digital-text/156195011/ref=pd_zg_hrsr_digital-text), #166 in Vegan & Vegetarian Cooking(https://www.amazon.com/gp/bestsellers/digital-text/156274011/ref=pd_zg_hrsr_digital-text), #183 in Quick & Easy Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156202011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 27 ratings"
"Eating Clean: Budget-Friendly Breakfast, Lunch & Dinner Recipes for Clean Eating Diet and Healthy Weight Loss. Clean-Eating Cookbook for Beginners and Busy Families (eat clean diet recipes)",Tiffany Shelton,B07R765NMM,,"April 24, 2019",English,12153 KB,Enabled,Enabled,Not Enabled,Enabled,79 pages,Enabled,"#4 in Native American Cooking(https://www.amazon.com/gp/bestsellers/digital-text/156242011/ref=pd_zg_hrsr_digital-text), #11 in Food Allergy Cooking(https://www.amazon.com/gp/bestsellers/digital-text/6361585011/ref=pd_zg_hrsr_digital-text), #11 in Alternative Health & Vitamins(https://www.amazon.com/gp/bestsellers/digital-text/156442011/ref=pd_zg_hrsr_digital-text)","4.1 out of 5 stars, 91 ratings"
"One-Pot Vegan Cookbook: 125 Recipes for Your Dutch Oven, Sheet Pan, Electric Pressure Cooker, and More",Gunjan Dudani,B0876HKDJX,"Rockridge Press (May 5, 2020)","May 5, 2020",English,3997 KB,Enabled,Enabled,Not Enabled,Enabled,297 pages,Enabled,"#42 in Dutch Oven Recipes(https://www.amazon.com/gp/bestsellers/books/7661742011/ref=pd_zg_hrsr_books), #64 in Vegetable Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156277011/ref=pd_zg_hrsr_digital-text), #221 in Pressure Cooker Recipes(https://www.amazon.com/gp/bestsellers/books/7661749011/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 98 ratings"
"Whole 30 Food Diet Vegetarian Cookbook: Wholesome 30 Diet Recipes, 30 Day Vegetarian Challenge, Plant Based Diet for Beginners, Vegetarian Meal Plan, Whole Food Veg Guide (Whole Foodie Series)",Eva  Snow,B08VDPTHZC,"Volcano Publishing House (January 28, 2021)","January 28, 2021",English,27830 KB,Enabled,Enabled,Not Enabled,Enabled,84 pages,Enabled,"#8 in Vegan Diets (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717371011/ref=pd_zg_hrsr_digital-text), #9 in Gluten Free Diets(https://www.amazon.com/gp/bestsellers/digital-text/11717366011/ref=pd_zg_hrsr_digital-text), #15 in Vegetarian Diets (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717372011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 20 ratings"
"The Engine 2 Cookbook: More than 130 Lip-Smacking, Rib-Sticking, Body-Slimming Recipes to Live Plant-Strong",Rip Esselstyn,B06XZR1CS7,"Grand Central Life & Style; 1st edition (December 26, 2017)","December 26, 2017",English,228767 KB,Enabled,Enabled,Enabled,Enabled,274 pages,Not Enabled,"#40 in Vegan Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14530437011/ref=pd_zg_hrsr_digital-text), #58 in Vegetable Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156277011/ref=pd_zg_hrsr_digital-text), #123 in Low Fat Diets (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156455011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 1,268 ratings"
East: 120 Vegan and Vegetarian Recipes from Bangalore to Beijing [American Measurements],Meera Sodha,B082RTJTBG,"Flatiron Books (October 20, 2020)","October 20, 2020",English,474722 KB,Enabled,Enabled,Enabled,Enabled,303 pages,Not Enabled,"#2 in Southeast Asian Cooking(https://www.amazon.com/gp/bestsellers/digital-text/14530436011/ref=pd_zg_hrsr_digital-text), #19 in Southeast Asian Cooking, Food & Wine(https://www.amazon.com/gp/bestsellers/books/13922572011/ref=pd_zg_hrsr_books), #76 in Vegan & Vegetarian Cooking(https://www.amazon.com/gp/bestsellers/digital-text/156274011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 2,069 ratings"
"The Healthy Air Fryer Cookbook: Truly Healthy Fried Food Recipes with Low Salt, Low Fat, and Zero Guilt",Linda Larsen,B071H984PJ,"Rockridge Press (May 23, 2017)","May 23, 2017",English,14480 KB,Enabled,Enabled,Enabled,Enabled,284 pages,Enabled,"#32 in Vegetable Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156277011/ref=pd_zg_hrsr_digital-text), #145 in Fryer Recipes(https://www.amazon.com/gp/bestsellers/books/7661745011/ref=pd_zg_hrsr_books), #151 in Vegetable Cooking (Books)(https://www.amazon.com/gp/bestsellers/books/4344/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 784 ratings"
"Vegan with a Vengeance, 10th Anniversary Edition: Over 150 Delicious, Cheap, Animal-Free Recipes That Rock",Isa Chandra Moskowitz,B00TT1VNZ2,"Da Capo Lifelong Books; Original edition (May 26, 2015)","May 26, 2015",English,167146 KB,Enabled,Enabled,Not Enabled,Enabled,508 pages,Not Enabled,"#9 in Vegan Diets (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717371011/ref=pd_zg_hrsr_digital-text), #15 in Low Budget Cooking(https://www.amazon.com/gp/bestsellers/digital-text/6361580011/ref=pd_zg_hrsr_digital-text), #21 in Vegan Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14530437011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 876 ratings"
VEGAN KETO MEAL PLAN: The Complete Guide for Beginners. Combining a Vegan and Keto - Diet Lifestyle: Feel Energetic and Be Healthy. 21 days Keto Meal Plan (keto Diet for Beginners),Megan Tari,B084R6MVL4,,"February 11, 2020",English,3398 KB,Enabled,Enabled,Enabled,Enabled,186 pages,Enabled,"#75 in Vegan & Vegetarian Cooking(https://www.amazon.com/gp/bestsellers/digital-text/156274011/ref=pd_zg_hrsr_digital-text), #420 in Vegan Cooking (Books)(https://www.amazon.com/gp/bestsellers/books/7661761011/ref=pd_zg_hrsr_books)","3.8 out of 5 stars, 37 ratings"
"The Inspired Vegan: Seasonal Ingredients, Creative Recipes, Mouthwatering Menus",Bryant Terry,B007SNHPAK,"Da Capo Lifelong Books (January 24, 2012)","January 24, 2012",English,3374 KB,Enabled,Enabled,Not Enabled,Enabled,242 pages,Not Enabled,"#17 in Seasonal Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156272011/ref=pd_zg_hrsr_digital-text), #19 in Vegan Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14530437011/ref=pd_zg_hrsr_digital-text), #32 in Natural Foods(https://www.amazon.com/gp/bestsellers/digital-text/156195011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 121 ratings"
Ageless Vegan: The Secret to Living a Long and Healthy Plant-Based Life,Tracye Lynn  McQuirter,B0763LD1YW,"Da Capo Lifelong Books; Illustrated edition (June 12, 2018)","June 12, 2018",English,135371 KB,Enabled,Enabled,Enabled,Enabled,252 pages,Not Enabled,"#16 in Vegetarian Diets (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717372011/ref=pd_zg_hrsr_digital-text), #20 in Vegan Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14530437011/ref=pd_zg_hrsr_digital-text), #30 in Vegetable Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156277011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 567 ratings"
"The Forks Over Knives Plan: How to Transition to the Life-Saving, Whole-Food, Plant-Based Diet","Brian Wendel, &, more",B00GEEB622,"Atria Books; Illustrated edition (September 16, 2014)","September 16, 2014",English,43595 KB,Enabled,Enabled,Enabled,Enabled,382 pages,Not Enabled,"#11 in Gluten Free Diets(https://www.amazon.com/gp/bestsellers/digital-text/11717366011/ref=pd_zg_hrsr_digital-text), #19 in Vegetarian Diets (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717372011/ref=pd_zg_hrsr_digital-text), #68 in Organic Cooking(https://www.amazon.com/gp/bestsellers/books/332055011/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 3,196 ratings"
The Engine 2 Diet: The Texas Firefighter's 28-Day Save-Your-Life Plan that Lowers Cholesterol and Burns Away the Pounds,Rip Esselstyn,B001S7HUIO,"Grand Central Life & Style; Illustrated edition (February 19, 2009)","February 19, 2009",English,48092 KB,Enabled,Enabled,Not Enabled,Enabled,354 pages,Not Enabled,"#30 in Vegetarian Diets (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11717372011/ref=pd_zg_hrsr_digital-text), #95 in Organic Cooking(https://www.amazon.com/gp/bestsellers/books/332055011/ref=pd_zg_hrsr_books), #116 in Vegan & Vegetarian Cooking(https://www.amazon.com/gp/bestsellers/digital-text/156274011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 2,144 ratings"
Keto for Vegetarians: Lose Weight and Improve Health on a Plant-Based Ketogenic Diet,Lisa  Danielson,B084R8PJGY,"Rockridge Press (March 3, 2020)","March 3, 2020",English,3372 KB,Enabled,Enabled,Enabled,Enabled,249 pages,Enabled,"#38 in Ketogenic Cookbooks (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15280091011/ref=pd_zg_hrsr_digital-text), #57 in Low Fat Diets (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156455011/ref=pd_zg_hrsr_digital-text), #74 in Vegan & Vegetarian Cooking(https://www.amazon.com/gp/bestsellers/digital-text/156274011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 338 ratings"
Kansha: Celebrating Japan's Vegan and Vegetarian Traditions [A Cookbook],Elizabeth Andoh,B007EED3VI,"Ten Speed Press (February 28, 2012)","February 28, 2012",English,10671 KB,Enabled,Enabled,Not Enabled,Not Enabled,306 pages,Not Enabled,"#11 in Japanese Cooking(https://www.amazon.com/gp/bestsellers/digital-text/156213011/ref=pd_zg_hrsr_digital-text), #31 in Vegan Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14530437011/ref=pd_zg_hrsr_digital-text), #66 in Japanese Cooking, Food & Wine(https://www.amazon.com/gp/bestsellers/books/4269/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 190 ratings"
How to Cook Everything Vegetarian: Completely Revised Tenth Anniversary Edition,Mark Bittman,B073XCPCDY,"Houghton Mifflin Harcourt; 2nd edition (November 7, 2017)","November 7, 2017",English,77745 KB,Enabled,Enabled,Enabled,Enabled,2126 pages,Not Enabled,"#22 in Vegan Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14530437011/ref=pd_zg_hrsr_digital-text), #33 in Vegetable Cooking (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156277011/ref=pd_zg_hrsr_digital-text), #155 in Vegetable Cooking (Books)(https://www.amazon.com/gp/bestsellers/books/4344/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 782 ratings"
