Title,Author,ASIN,Publisher,Publication date,Language,File size,Text-to-Speech,Enhanced typesetting,X-Ray,Word Wise,Print length,Lending,Best Sellers Rank,Customer Reviews
Kept by Him: A Dark Mafia Arranged Marriage Romance (Mafia Brides Book 2),Measha Stone,B08Y5XS4JM,"Stormy Night Publications (March 4, 2021)","March 4, 2021",English,1415 KB,Enabled,Enabled,Enabled,Enabled,276 pages,Enabled,"#4 in Gothic Romance(https://www.amazon.com/gp/bestsellers/digital-text/6487830011/ref=pd_zg_hrsr_digital-text), #5 in Organized Crime Thrillers(https://www.amazon.com/gp/bestsellers/books/9536066011/ref=pd_zg_hrsr_books), #12 in Action & Adventure Romance (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11650866011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 117 ratings"
The Girl That Vanished (Emma Griffin™ FBI Mystery Book 2),A.J. Rivers,B083HCM2MX,,"January 10, 2020",English,4475 KB,Enabled,Enabled,Enabled,Enabled,232 pages,Enabled,"#8 in Private Investigator Mysteries (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6190477011/ref=pd_zg_hrsr_digital-text), #20 in Psychological Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/18289231011/ref=pd_zg_hrsr_digital-text), #24 in Women Sleuths (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157317011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 2,142 ratings"
Lies We Bury,Elle Marr,B084JT48N1,"Thomas & Mercer (April 1, 2021)","April 1, 2021",English,4569 KB,Enabled,Enabled,Enabled,Enabled,299 pages,Not Enabled,"#4 in Serial Killers(https://www.amazon.com/gp/bestsellers/digital-text/7130627011/ref=pd_zg_hrsr_digital-text), #5 in Kidnapping Crime Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7151518011/ref=pd_zg_hrsr_digital-text), #5 in Women's Detective Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588894011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 1,424 ratings"
The Last Odyssey: A Thriller (Sigma Force Novels Book 15),James Rollins,B07QLDXRRC,"William Morrow (March 24, 2020)","March 24, 2020",English,7700 KB,Enabled,Enabled,Enabled,Enabled,588 pages,Not Enabled,"#2 in War & Military Action Fiction (Books)(https://www.amazon.com/gp/bestsellers/books/10159275011/ref=pd_zg_hrsr_books), #2 in Ghost Suspense(https://www.amazon.com/gp/bestsellers/digital-text/7130635011/ref=pd_zg_hrsr_digital-text), #2 in Ghost Thrillers(https://www.amazon.com/gp/bestsellers/books/9536076011/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 3,234 ratings"
Storm's Cage (Amelia Storm Series Book 3),,B08ZVG61VD,,"March 22, 2021",English,3255 KB,Enabled,Enabled,Not Enabled,Enabled,341 pages,Enabled,"#9 in Serial Killer Thrillers(https://www.amazon.com/gp/bestsellers/books/9536067011/ref=pd_zg_hrsr_books), #23 in Police Procedurals (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157318011/ref=pd_zg_hrsr_digital-text), #26 in Police Procedurals (Books)(https://www.amazon.com/gp/bestsellers/books/10482/ref=pd_zg_hrsr_books)","4.9 out of 5 stars, 116 ratings"
MISSING CHILD an unputdownable psychological thriller with a breathtaking twist (Totally Gripping Psychological Thrillers),,B08Y989NL9,"Joffe Books psychological thriller and crime (March 7, 2021)","March 7, 2021",English,968 KB,Enabled,Enabled,Not Enabled,Enabled,237 pages,Enabled,"#1 in Heist Thrillers(https://www.amazon.com/gp/bestsellers/books/9536063011/ref=pd_zg_hrsr_books), #3 in Serial Killers(https://www.amazon.com/gp/bestsellers/digital-text/7130627011/ref=pd_zg_hrsr_digital-text), #3 in Heist Crime(https://www.amazon.com/gp/bestsellers/digital-text/7130623011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 366 ratings"
Last Day,Luanne Rice,B07R3QYGHY,"Thomas & Mercer (February 1, 2020)","February 1, 2020",English,2924 KB,Enabled,Enabled,Enabled,Enabled,402 pages,Not Enabled,"#2 in Heist Thrillers(https://www.amazon.com/gp/bestsellers/books/9536063011/ref=pd_zg_hrsr_books), #6 in Amateur Sleuth Mysteries (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11650865011/ref=pd_zg_hrsr_digital-text), #10 in Domestic Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/17744539011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 12,559 ratings"
Double Jeopardy (A Stone Barrington Novel Book 57),Stuart Woods,B08BYTKZNP,"G.P. Putnam's Sons (March 23, 2021)","March 23, 2021",English,1554 KB,Enabled,Enabled,Enabled,Enabled,316 pages,Not Enabled,"#9 in Mystery Action Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/7588733011/ref=pd_zg_hrsr_digital-text), #10 in Action Thriller Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588735011/ref=pd_zg_hrsr_digital-text), #10 in Suspense Action Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588734011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 701 ratings"
The Silence (Columbia River Book 2),Kendra Elliot,B082VC2MDY,"Montlake (August 25, 2020)","August 25, 2020",English,2446 KB,Enabled,Enabled,Enabled,Enabled,284 pages,Not Enabled,"#15 in Mystery Romance(https://www.amazon.com/gp/bestsellers/digital-text/6487840011/ref=pd_zg_hrsr_digital-text), #16 in Psychological Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/18289231011/ref=pd_zg_hrsr_digital-text), #20 in Women Sleuths (Books)(https://www.amazon.com/gp/bestsellers/books/10480/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 5,122 ratings"
American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,B07QQLCZY1,"Flatiron Books (January 21, 2020)","January 21, 2020",English,4878 KB,Enabled,Enabled,Enabled,Enabled,387 pages,Not Enabled,"#1 in Hispanic American Literature(https://www.amazon.com/gp/bestsellers/digital-text/172480011/ref=pd_zg_hrsr_digital-text), #2 in Hispanic American Literature & Fiction(https://www.amazon.com/gp/bestsellers/books/9926/ref=pd_zg_hrsr_books), #8 in Women's Crime Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588893011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 39,493 ratings"
King's Captive: A Dark Mafia Arranged Marriage Romance (Merciless Kings Book 1),Piper Stone,B08XMJY92Y,"Stormy Night Publications (February 25, 2021)","February 25, 2021",English,1685 KB,Enabled,Enabled,Enabled,Enabled,338 pages,Enabled,"#2 in Gothic Romance(https://www.amazon.com/gp/bestsellers/digital-text/6487830011/ref=pd_zg_hrsr_digital-text), #3 in Organized Crime Thrillers(https://www.amazon.com/gp/bestsellers/books/9536066011/ref=pd_zg_hrsr_books), #27 in Crime Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6361462011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 115 ratings"
Kept: An American Househusband in India,Gregory E. Buford,B07G17VT9F,"Moontower Press (August 3, 2018)","August 3, 2018",English,5055 KB,Enabled,Enabled,Not Enabled,Enabled,282 pages,Enabled,"#9 in Family Travel(https://www.amazon.com/gp/bestsellers/digital-text/159981011/ref=pd_zg_hrsr_digital-text), #17 in Family Travel Guides(https://www.amazon.com/gp/bestsellers/books/17215/ref=pd_zg_hrsr_books), #37 in Parenting & Family Humor(https://www.amazon.com/gp/bestsellers/digital-text/156284011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 373 ratings"
Maui Revealed: The Ultimate Guidebook,,B07VMVD45X,"Wizard Publications, Inc.; All new 9th edition (September 9, 2019)","September 9, 2019",English,119293 KB,Enabled,Enabled,Enabled,Enabled,557 pages,Not Enabled,"#1 in Hawaii Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160014011/ref=pd_zg_hrsr_digital-text), #3 in Pacific U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159999011/ref=pd_zg_hrsr_digital-text), #6 in Maui Hawaii Travel Books(https://www.amazon.com/gp/bestsellers/books/67487/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 1,255 ratings"
Wild: From Lost to Found on the Pacific Crest Trail (Oprah's Book Club 2.0 1),Cheryl Strayed,B005IQZB14,"Vintage; 1st edition (March 20, 2012)","March 20, 2012",English,2567 KB,Enabled,Enabled,Enabled,Enabled,338 pages,Not Enabled,"#4 in Pacific U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159999011/ref=pd_zg_hrsr_digital-text), #25 in Adventure Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159980011/ref=pd_zg_hrsr_digital-text), #55 in Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6505531011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 19,855 ratings"
Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,B003WUYQG4,"Vintage; 2nd edition (July 23, 2010)","July 23, 2010",English,1532 KB,Enabled,Enabled,Enabled,Enabled,93 pages,Not Enabled,"#2 in Two-Hour Travel Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624251011/ref=pd_zg_hrsr_digital-text), #3 in Two-Hour History Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624238011/ref=pd_zg_hrsr_digital-text), #3 in Two-Hour Politics & Social Sciences Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624243011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 3,448 ratings"
The Wild Silence: A Memoir,Raynor Winn,B08FH84LPG,"Penguin Books (April 6, 2021)","April 6, 2021",English,2349 KB,Enabled,Enabled,Not Enabled,Enabled,286 pages,Not Enabled,"#17 in Travel Writing(https://www.amazon.com/gp/bestsellers/digital-text/159960011/ref=pd_zg_hrsr_digital-text), #33 in Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6505531011/ref=pd_zg_hrsr_digital-text), #46 in Cultural & Regional Biographies (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/154777011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 2,694 ratings"
"Eat Pray Love 10th-Anniversary Edition: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,B000PDYVVG,"Riverhead Books (January 30, 2007)","January 30, 2007",English,1818 KB,Enabled,Enabled,Enabled,Enabled,387 pages,Not Enabled,"#3 in General Indonesia Travel Guides(https://www.amazon.com/gp/bestsellers/books/67635/ref=pd_zg_hrsr_books), #23 in Travel Writing(https://www.amazon.com/gp/bestsellers/digital-text/159960011/ref=pd_zg_hrsr_digital-text), #34 in Women's Personal Spiritual Growth(https://www.amazon.com/gp/bestsellers/digital-text/8917511011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 6,857 ratings"
"Culture Hacks: Deciphering Differences in American, Chinese, and Japanese Thinking",Richard Conrad,B07RD19YVX,"Lioncrest Publishing (June 11, 2019)","June 11, 2019",English,1033 KB,Enabled,Enabled,Enabled,Enabled,448 pages,Enabled,"#1 in Chinese Travel(https://www.amazon.com/gp/bestsellers/digital-text/159939011/ref=pd_zg_hrsr_digital-text), #1 in Far East Asia Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046396011/ref=pd_zg_hrsr_digital-text), #2 in Business Travel Reference (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14046376011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 154 ratings"
The Border Wolves: A gripping novel of Ancient Rome (The Centurions Book 4),Damion Hunter,B08S35JT1V,"Canelo Adventure (April 19, 2021)","April 19, 2021",English,2970 KB,Enabled,Enabled,Not Enabled,Enabled,376 pages,Not Enabled,"#1 in Military Travel Guides(https://www.amazon.com/gp/bestsellers/books/11764693011/ref=pd_zg_hrsr_books), #5 in Paganism & Neo-Paganism(https://www.amazon.com/gp/bestsellers/digital-text/6361647011/ref=pd_zg_hrsr_digital-text), #8 in general Italy Travel Guides(https://www.amazon.com/gp/bestsellers/books/67646/ref=pd_zg_hrsr_books)","None, None"
Under the Tuscan Sun: 20th-Anniversary Edition,Frances Mayes,B000FBJDAW,"Crown; Reprint edition (August 26, 2003)","August 26, 2003",English,9302 KB,Enabled,Enabled,Enabled,Enabled,304 pages,Not Enabled,"#1 in Tuscany Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046444011/ref=pd_zg_hrsr_digital-text), #24 in general Italy Travel Guides(https://www.amazon.com/gp/bestsellers/books/67646/ref=pd_zg_hrsr_books), #32 in Travel Writing(https://www.amazon.com/gp/bestsellers/digital-text/159960011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 1,145 ratings"
"Rendez-Vous in Cannes: A warm, escapist read for 2021",Jennifer Bohnet,B083K57GZ7,"Boldwood Books; Large type / Large print edition (April 7, 2020)","April 7, 2020",English,973 KB,Enabled,Enabled,Enabled,Enabled,266 pages,Not Enabled,"#4 in Family Travel(https://www.amazon.com/gp/bestsellers/digital-text/159981011/ref=pd_zg_hrsr_digital-text), #10 in Video (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156296011/ref=pd_zg_hrsr_digital-text), #13 in Family Travel Guides(https://www.amazon.com/gp/bestsellers/books/17215/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 521 ratings"
"A Harvest of Years: My Story, 1876 On-ward",,B086SLQYBM,"ABT, LLC (April 5, 2020)","April 5, 2020",English,5261 KB,Enabled,Enabled,Not Enabled,Enabled,173 pages,Enabled,"#1 in Teen & Young Adult Literary Biography eBooks(https://www.amazon.com/gp/bestsellers/digital-text/7006491011/ref=pd_zg_hrsr_digital-text), #1 in Teen & Young Adult Women Biography eBooks(https://www.amazon.com/gp/bestsellers/digital-text/7006501011/ref=pd_zg_hrsr_digital-text), #1 in Iowa Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160020011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 7 ratings"
"The Lilac Code: The Sisters, Texas Mystery Series Book 7",Becki Willis,B07D6WYX49,,"June 26, 2018",English,4104 KB,Enabled,Enabled,Not Enabled,Enabled,233 pages,Enabled,"#2 in Bed & Breakfast Travel Reference (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159962011/ref=pd_zg_hrsr_digital-text), #3 in Bed & Breakfast Travel Reference (Books)(https://www.amazon.com/gp/bestsellers/books/17033/ref=pd_zg_hrsr_books), #316 in Women's Detective Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588894011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 166 ratings"
The Salt Path: A Memoir,Raynor Winn,B07DMZ6714,"Penguin Books (March 5, 2019)","March 5, 2019",English,2488 KB,Enabled,Enabled,Enabled,Enabled,284 pages,Not Enabled,"#1 in England Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046433011/ref=pd_zg_hrsr_digital-text), #4 in Poverty Studies(https://www.amazon.com/gp/bestsellers/digital-text/157359011/ref=pd_zg_hrsr_digital-text), #23 in Poverty(https://www.amazon.com/gp/bestsellers/books/10576/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 9,237 ratings"
"Dirt: Adventures in Lyon as a Chef in Training, Father, and Sleuth Looking for the Secret of French Cooking",Bill Buford,B081M7TWY5,"Vintage (May 5, 2020)","May 5, 2020",English,2206 KB,Enabled,Enabled,Enabled,Enabled,434 pages,Not Enabled,"#2 in French Cooking(https://www.amazon.com/gp/bestsellers/digital-text/156224011/ref=pd_zg_hrsr_digital-text), #3 in French Travel(https://www.amazon.com/gp/bestsellers/digital-text/159949011/ref=pd_zg_hrsr_digital-text), #10 in Biographies of Comedians(https://www.amazon.com/gp/bestsellers/digital-text/10332404011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 1,132 ratings"
The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,Michael Finkel,B01GYPY884,"Vintage (March 7, 2017)","March 7, 2017",English,7226 KB,Enabled,Enabled,Enabled,Enabled,226 pages,Not Enabled,"#1 in Forests & Forestry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159772011/ref=pd_zg_hrsr_digital-text), #1 in Maine Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160026011/ref=pd_zg_hrsr_digital-text), #1 in History of New England U.S.(https://www.amazon.com/gp/bestsellers/digital-text/156616011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 2,925 ratings"
I Adopted My Mom at the Bus Station,Savannah Hendricks,B0846RQ4Q5,"Grand Bayou Press (June 24, 2020)","June 24, 2020",English,11121 KB,Enabled,Enabled,Not Enabled,Enabled,298 pages,Enabled,"#5 in Family Travel(https://www.amazon.com/gp/bestsellers/digital-text/159981011/ref=pd_zg_hrsr_digital-text), #8 in Adoption (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157585011/ref=pd_zg_hrsr_digital-text), #11 in Parent & Adult Child Relationships (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157599011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 35 ratings"
The Outlaw Ocean: Journeys Across the Last Untamed Frontier,Ian Urbina,B07LDT75YD,"Vintage (August 20, 2019)","August 20, 2019",English,107963 KB,Enabled,Enabled,Enabled,Enabled,513 pages,Not Enabled,"#1 in Fisheries & Aquaculture (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159771011/ref=pd_zg_hrsr_digital-text), #1 in Fisheries & Aquaculture (Books)(https://www.amazon.com/gp/bestsellers/books/14509/ref=pd_zg_hrsr_books), #4 in General Asia Travel Books(https://www.amazon.com/gp/bestsellers/books/16787/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 436 ratings"
"The Wolf Hunt: A fast-paced, action-packed historical fiction novel (The Whale Road Chronicles Book 3)",Tim Hodkinson,B086Q4VK5G,"Head of Zeus -- an Aries Book (October 15, 2020)","October 15, 2020",English,2347 KB,Enabled,Enabled,Enabled,Enabled,370 pages,Not Enabled,"#9 in Iceland Travel Guides(https://www.amazon.com/gp/bestsellers/books/16968/ref=pd_zg_hrsr_books), #23 in Viking Historical Romance(https://www.amazon.com/gp/bestsellers/books/7538391011/ref=pd_zg_hrsr_books), #50 in Dysfunctional Relationships(https://www.amazon.com/gp/bestsellers/digital-text/157594011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 637 ratings"
House of Rain: Tracking a Vanished Civilization Across the American Southwest,Craig Childs,B000OT7U78,"Little, Brown and Company (February 22, 2007)","February 22, 2007",English,20228 KB,Enabled,Enabled,Not Enabled,Enabled,482 pages,Not Enabled,"#1 in Pre-Columbian History of Latin America(https://www.amazon.com/gp/bestsellers/digital-text/16232470011/ref=pd_zg_hrsr_digital-text), #3 in Archaeology (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157493011/ref=pd_zg_hrsr_digital-text), #6 in History of Southwestern U.S.(https://www.amazon.com/gp/bestsellers/digital-text/156619011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 355 ratings"
Bucket To Greece Volume 10: A Comical Living Abroad Adventure,V.D. Bucket,B08XGH5S16,,"February 24, 2021",English,475 KB,Enabled,Enabled,Not Enabled,Enabled,353 pages,Enabled,"#2 in Travel with Pets (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14046385011/ref=pd_zg_hrsr_digital-text), #2 in Greek Travel(https://www.amazon.com/gp/bestsellers/digital-text/159953011/ref=pd_zg_hrsr_digital-text), #4 in General Greece Travel Guides(https://www.amazon.com/gp/bestsellers/books/67623/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 117 ratings"
Lonely Planet's Ultimate Travel: Our List of the 500 Best Places to See... Ranked,Lonely Planet,B015IGR7VK,"Lonely Planet; 1st edition (August 1, 2015)","August 1, 2015",English,126953 KB,Enabled,Enabled,Not Enabled,Enabled,1006 pages,Not Enabled,"#1 in Atlases (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158130011/ref=pd_zg_hrsr_digital-text), #1 in General Australia Travel Guides(https://www.amazon.com/gp/bestsellers/books/67563/ref=pd_zg_hrsr_books), #1 in Australia Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046412011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 446 ratings"
